取得日時,テーブル番号,日付,時刻,水位[m],10分雨量[mm],降り始めからの雨量[mm]
2026-08-31 16:02:26,0,08/31,15:50,0.62 →,--,--
2026-08-31 16:02:26,0,08/31,15:40,0.62 →,--,--
2026-08-31 16:02:26,0,08/31,15:30,0.62 →,--,--
2026-08-31 16:02:26,0,08/31,15:20,0.62 →,--,--
2026-08-31 16:02:26,0,08/31,15:10,0.62 →,--,--
2026-08-31 16:02:26,0,08/31,15:00,0.62 ↓,--,--
2026-08-31 16:02:26,0,08/31,14:50,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,14:40,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,14:30,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,14:20,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,14:10,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,14:00,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,13:50,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,13:40,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,13:30,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,13:20,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,13:10,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,13:00,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,12:50,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,12:40,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,12:30,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,12:20,0.63 →,--,--
2026-08-31 16:02:26,0,08/31,12:10,0.63 ↓,--,--
2026-08-31 16:02:26,0,08/31,12:00,0.64 →,--,--
2026-08-31 16:02:26,0,08/31,11:50,0.64 ↓,--,--
2026-08-31 16:02:26,0,08/31,11:40,0.65 →,--,--
2026-08-31 16:02:26,0,08/31,11:30,0.65 ↓,--,--
2026-08-31 16:02:26,0,08/31,11:20,0.66 →,--,--
2026-08-31 16:02:26,0,08/31,11:10,0.66 ↓,--,--
2026-08-31 16:02:26,0,08/31,11:00,0.68 ↓,--,--
2026-08-31 16:02:26,0,08/31,10:50,0.71 ↓,--,--
2026-08-31 16:02:26,0,08/31,10:40,0.72 ↓,--,--
2026-08-31 16:02:26,0,08/31,10:30,0.73 ↓,--,--
2026-08-31 16:02:26,0,08/31,10:20,0.74 ↓,--,--
2026-08-31 16:02:26,0,08/31,10:10,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,10:00,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,09:50,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,09:40,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,09:30,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,09:20,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,09:10,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,09:00,0.75 →,--,--
2026-08-31 16:02:26,0,08/31,08:50,0.75 ↓,--,--
2026-08-31 16:02:26,0,08/31,08:40,0.76 →,--,--
2026-08-31 16:02:26,0,08/31,08:30,0.76 →,--,--
2026-08-31 16:02:26,0,08/31,08:20,0.76 →,--,--
2026-08-31 16:02:26,0,08/31,08:10,0.76 →,--,--
2026-08-31 16:02:26,0,08/31,08:00,0.76 →,--,--
2026-08-31 16:02:26,0,08/31,07:50,0.76 ↓,--,--
2026-08-31 16:02:26,0,08/31,07:40,0.77 ↓,--,--
