取得日時,テーブル番号,日付,時刻,水位[m],10分雨量[mm],降り始めからの雨量[mm]
2026-09-12 09:53:56,0,09/12,01:40,0.59,--,--
2026-09-12 09:38:28,0,09/12,01:30,0.59,--,--
2026-09-12 09:38:28,0,09/12,01:20,0.59,--,--
2026-09-12 09:18:50,0,09/12,01:10,0.59,--,--
2026-09-12 09:18:50,0,09/12,01:00,0.59,--,--
2026-09-12 08:56:22,0,09/12,00:50,0.59,--,--
2026-09-12 08:56:22,0,09/12,00:40,0.59,--,--
2026-09-12 08:41:34,0,09/12,00:30,0.59,--,--
2026-09-12 08:41:34,0,09/12,00:20,0.59,--,--
2026-09-12 08:28:44,0,09/12,00:10,0.59,--,--
2026-09-12 08:12:24,0,09/11,24:00,0.59,--,--
2026-09-12 08:12:24,0,09/11,23:50,0.59,--,--
2026-09-12 07:56:20,0,09/11,23:40,0.59,--,--
2026-09-12 07:43:52,0,09/11,23:30,0.59,--,--
2026-09-12 07:30:09,0,09/11,23:20,0.59,--,--
2026-09-12 07:30:09,0,09/11,23:10,0.59,--,--
2026-09-12 07:13:12,0,09/11,23:00,0.59,--,--
2026-09-12 06:56:03,0,09/11,22:50,0.59,--,--
2026-09-12 06:56:03,0,09/11,22:40,0.59,--,--
2026-09-12 06:41:14,0,09/11,22:30,0.60,--,--
2026-09-12 06:41:14,0,09/11,22:20,0.59,--,--
2026-09-12 06:28:59,0,09/11,22:10,0.59,--,--
2026-09-12 06:14:00,0,09/11,22:00,0.59,--,--
2026-09-12 05:56:56,0,09/11,21:50,0.59,--,--
2026-09-12 05:56:56,0,09/11,21:40,0.59,--,--
2026-09-12 05:41:06,0,09/11,21:30,0.60,--,--
2026-09-12 05:41:06,0,09/11,21:20,0.59,--,--
2026-09-12 05:22:52,0,09/11,21:10,0.59,--,--
2026-09-12 05:01:25,0,09/11,21:00,0.60,--,--
2026-09-12 05:01:25,0,09/11,20:50,0.59,--,--
2026-09-12 05:01:25,0,09/11,20:40,0.59,--,--
2026-09-12 04:50:00,0,09/11,20:30,0.62,--,--
2026-09-12 04:39:16,0,09/11,20:20,0.63,--,--
2026-09-12 04:21:45,0,09/11,20:10,0.63,--,--
2026-09-12 04:21:45,0,09/11,20:00,0.63,--,--
2026-09-12 04:01:21,0,09/11,19:50,0.63,--,--
2026-09-12 04:01:21,0,09/11,19:40,0.63,--,--
2026-09-12 03:50:14,0,09/11,19:30,0.63,--,--
2026-09-12 03:36:00,0,09/11,19:20,0.63,--,--
2026-09-12 03:18:18,0,09/11,19:10,0.63,--,--
2026-09-12 03:18:18,0,09/11,19:00,0.63,--,--
2026-09-12 02:57:28,0,09/11,18:50,0.63,--,--
2026-09-12 02:57:28,0,09/11,18:40,0.63,--,--
2026-09-12 02:46:45,0,09/11,18:30,0.63,--,--
2026-09-12 02:32:29,0,09/11,18:20,0.64,--,--
2026-09-12 02:17:44,0,09/11,18:10,0.64,--,--
2026-09-12 02:17:44,0,09/11,18:00,0.64,--,--
2026-09-12 02:00:00,0,09/11,17:50,0.64,--,--
2026-09-12 02:00:00,0,09/11,17:40,0.64,--,--
2026-09-12 01:49:22,0,09/11,17:30,0.65,--,--
2026-09-12 01:33:15,0,09/11,17:20,0.65,--,--
2026-09-12 01:16:52,0,09/11,17:10,0.65,--,--
2026-09-12 01:16:52,0,09/11,17:00,0.65,--,--
2026-09-12 00:57:20,0,09/11,16:50,0.65,--,--
2026-09-12 00:57:20,0,09/11,16:40,0.66,--,--
2026-09-12 00:41:55,0,09/11,16:30,0.66,--,--
2026-09-12 00:41:55,0,09/11,16:20,0.66,--,--
2026-09-12 00:23:16,0,09/11,16:10,0.67,--,--
2026-09-12 00:01:23,0,09/11,16:00,0.67,--,--
2026-09-12 00:01:23,0,09/11,15:50,0.68,--,--
2026-09-12 00:01:23,0,09/11,15:40,0.68,--,--
2026-09-11 23:50:09,0,09/11,15:30,0.68,--,--
2026-09-11 23:35:22,0,09/11,15:20,0.68,--,--
2026-09-11 23:24:58,0,09/11,15:10,0.68,--,--
2026-09-11 23:00:26,0,09/11,15:00,0.68,--,--
2026-09-11 23:00:26,0,09/11,14:50,0.69,--,--
2026-09-11 23:00:26,0,09/11,14:40,0.69,--,--
2026-09-11 22:50:04,0,09/11,14:30,0.70,--,--
2026-09-11 22:34:33,0,09/11,14:20,0.69,--,--
2026-09-11 22:19:19,0,09/11,14:10,0.71,--,--
2026-09-11 22:19:19,0,09/11,14:00,0.70,--,--
2026-09-11 21:58:56,0,09/11,13:50,0.70,--,--
2026-09-11 21:58:56,0,09/11,13:40,0.71,--,--
2026-09-11 21:44:58,0,09/11,13:30,0.71,--,--
2026-09-11 21:24:13,0,09/11,13:20,0.71,--,--
2026-09-11 21:24:13,0,09/11,13:10,0.71,--,--
2026-09-11 20:58:51,0,09/11,13:00,0.74,--,--
2026-09-11 20:58:51,0,09/11,12:50,0.72,--,--
2026-09-11 20:58:51,0,09/11,12:40,0.73,--,--
2026-09-11 20:47:57,0,09/11,12:30,0.72,--,--
2026-09-11 20:31:00,0,09/11,12:20,0.72,--,--
2026-09-11 20:31:00,0,09/11,12:10,0.72,--,--
2026-09-11 20:15:32,0,09/11,12:00,0.74,--,--
2026-09-11 19:57:13,0,09/11,11:50,0.72,--,--
2026-09-11 19:57:13,0,09/11,11:40,0.74,--,--
2026-09-11 19:41:36,0,09/11,11:30,0.72,--,--
2026-09-11 19:41:36,0,09/11,11:20,0.72,--,--
2026-09-11 19:23:35,0,09/11,11:10,0.72,--,--
2026-09-11 19:00:37,0,09/11,11:00,0.72,--,--
2026-09-11 19:00:37,0,09/11,10:50,0.71,--,--
2026-09-11 19:00:37,0,09/11,10:40,0.71,--,--
2026-09-11 18:49:50,0,09/11,10:30,0.70,--,--
2026-09-11 18:33:46,0,09/11,10:20,0.70,--,--
2026-09-11 18:18:10,0,09/11,10:10,0.69,--,--
2026-09-11 18:18:10,0,09/11,10:00,0.69,--,--
2026-09-11 17:58:29,0,09/11,09:50,0.68,--,--
2026-09-11 17:58:29,0,09/11,09:40,0.68,--,--
2026-09-11 17:43:06,0,09/11,09:30,0.68,--,--
2026-09-11 17:25:06,0,09/11,09:20,0.67,--,--
2026-09-11 17:25:06,0,09/11,09:10,0.67,--,--
2026-09-11 17:01:19,0,09/11,09:00,0.67,--,--
2026-09-11 17:01:19,0,09/11,08:50,0.67,--,--
2026-09-11 17:01:19,0,09/11,08:40,0.66,--,--
2026-09-11 16:50:12,0,09/11,08:30,0.66,--,--
2026-09-11 16:35:06,0,09/11,08:20,0.66,--,--
2026-09-11 16:19:40,0,09/11,08:10,0.65,--,--
2026-09-11 16:19:40,0,09/11,08:00,0.65,--,--
2026-09-11 15:59:55,0,09/11,07:50,0.64,--,--
2026-09-11 15:59:55,0,09/11,07:40,0.65,--,--
2026-09-11 15:45:19,0,09/11,07:30,0.64,--,--
2026-09-11 15:23:53,0,09/11,07:20,0.64,--,--
2026-09-11 15:23:53,0,09/11,07:10,0.64,--,--
2026-09-11 14:59:33,0,09/11,07:00,0.64,--,--
2026-09-11 14:59:33,0,09/11,06:50,0.64,--,--
2026-09-11 14:59:33,0,09/11,06:40,0.64,--,--
2026-09-11 14:48:53,0,09/11,06:30,0.64,--,--
2026-09-11 14:31:16,0,09/11,06:20,0.64,--,--
2026-09-11 14:31:16,0,09/11,06:10,0.64,--,--
2026-09-11 14:15:12,0,09/11,06:00,0.64,--,--
2026-09-11 13:57:24,0,09/11,05:50,0.64,--,--
2026-09-11 13:57:24,0,09/11,05:40,0.64,--,--
2026-09-11 13:41:41,0,09/11,05:30,0.64,--,--
2026-09-11 13:41:41,0,09/11,05:20,0.64,--,--
2026-09-11 13:24:06,0,09/11,05:10,0.64,--,--
2026-09-11 13:00:56,0,09/11,05:00,0.64,--,--
2026-09-11 13:00:56,0,09/11,04:50,0.64,--,--
2026-09-11 13:00:56,0,09/11,04:40,0.64,--,--
2026-09-11 12:50:00,0,09/11,04:30,0.64,--,--
2026-09-11 12:35:07,0,09/11,04:20,0.64,--,--
2026-09-11 12:19:30,0,09/11,04:10,0.64,--,--
2026-09-11 12:19:30,0,09/11,04:00,0.64,--,--
2026-09-11 12:00:17,0,09/11,03:50,0.64,--,--
2026-09-11 12:00:17,0,09/11,03:40,0.64,--,--
2026-09-11 11:49:35,0,09/11,03:30,0.64,--,--
2026-09-11 11:34:40,0,09/11,03:20,0.64,--,--
2026-09-11 11:19:12,0,09/11,03:10,0.64,--,--
2026-09-11 11:19:12,0,09/11,03:00,0.64,--,--
2026-09-11 11:00:15,0,09/11,02:50,0.64,--,--
2026-09-11 11:00:15,0,09/11,02:40,0.64,--,--
2026-09-11 10:49:49,0,09/11,02:30,0.64,--,--
2026-09-11 10:31:01,0,09/11,02:20,0.64,--,--
2026-09-11 10:31:01,0,09/11,02:10,0.64,--,--
2026-09-11 10:16:12,0,09/11,02:00,0.64,--,--
2026-09-11 09:58:13,0,09/11,01:50,0.64,--,--
2026-09-11 09:58:13,0,09/11,01:40,0.64,--,--
2026-09-11 09:43:55,0,09/11,01:30,0.64,--,--
2026-09-11 09:20:57,0,09/11,01:20,0.64,--,--
2026-09-11 09:20:57,0,09/11,01:10,0.64,--,--
2026-09-11 09:20:57,0,09/11,01:00,0.64,--,--
2026-09-11 08:56:32,0,09/11,00:50,0.65,--,--
2026-09-11 08:56:32,0,09/11,00:40,0.65,--,--
2026-09-11 08:41:45,0,09/11,00:30,0.65,--,--
2026-09-11 08:41:45,0,09/11,00:20,0.65,--,--
2026-09-11 08:28:44,0,09/11,00:10,0.65,--,--
2026-09-11 08:11:38,0,09/10,24:00,0.65,--,--
2026-09-11 08:11:38,0,09/10,23:50,0.65,--,--
2026-09-11 07:56:23,0,09/10,23:40,0.66,--,--
2026-09-11 07:43:43,0,09/10,23:30,0.65,--,--
2026-09-11 07:30:06,0,09/10,23:20,0.65,--,--
2026-09-11 07:30:06,0,09/10,23:10,0.66,--,--
2026-09-11 07:12:44,0,09/10,23:00,0.66,--,--
2026-09-11 07:12:44,0,09/10,22:50,0.66,--,--
2026-09-11 06:56:52,0,09/10,22:40,0.67,--,--
2026-09-11 06:43:22,0,09/10,22:30,0.67,--,--
2026-09-11 06:29:32,0,09/10,22:20,0.66,--,--
2026-09-11 06:29:32,0,09/10,22:10,0.67,--,--
2026-09-11 06:13:16,0,09/10,22:00,0.67,--,--
2026-09-11 05:57:02,0,09/10,21:50,0.68,--,--
2026-09-11 05:57:02,0,09/10,21:40,0.68,--,--
2026-09-11 05:40:40,0,09/10,21:30,0.69,--,--
2026-09-11 05:40:40,0,09/10,21:20,0.68,--,--
2026-09-11 05:21:31,0,09/10,21:10,0.68,--,--
2026-09-11 05:21:31,0,09/10,21:00,0.68,--,--
2026-09-11 05:00:51,0,09/10,20:50,0.68,--,--
2026-09-11 05:00:51,0,09/10,20:40,0.69,--,--
2026-09-11 04:50:19,0,09/10,20:30,0.68,--,--
2026-09-11 04:38:23,0,09/10,20:20,0.70,--,--
2026-09-11 04:23:55,0,09/10,20:10,0.70,--,--
2026-09-11 04:10:19,0,09/10,20:00,0.70,--,--
2026-09-11 04:10:19,0,09/10,19:50,0.70,--,--
2026-09-11 03:51:30,0,09/10,19:40,0.70,--,--
2026-09-11 03:51:30,0,09/10,19:30,0.69,--,--
2026-09-11 03:34:41,0,09/10,19:20,0.71,--,--
2026-09-11 03:16:48,0,09/10,19:10,0.71,--,--
2026-09-11 03:16:48,0,09/10,19:00,0.71,--,--
2026-09-11 02:56:56,0,09/10,18:50,0.71,--,--
2026-09-11 02:56:56,0,09/10,18:40,0.71,--,--
2026-09-11 02:43:36,0,09/10,18:30,0.71,--,--
2026-09-11 02:29:46,0,09/10,18:20,0.71,--,--
2026-09-11 02:29:46,0,09/10,18:10,0.72,--,--
2026-09-11 02:14:58,0,09/10,18:00,0.72,--,--
2026-09-11 01:57:25,0,09/10,17:50,0.72,--,--
2026-09-11 01:57:25,0,09/10,17:40,0.73,--,--
2026-09-11 01:41:06,0,09/10,17:30,0.75,--,--
2026-09-11 01:41:06,0,09/10,17:20,0.74,--,--
2026-09-11 01:23:01,0,09/10,17:10,0.74,--,--
2026-09-11 01:00:31,0,09/10,17:00,0.75,--,--
2026-09-11 01:00:31,0,09/10,16:50,0.76,--,--
2026-09-11 01:00:31,0,09/10,16:40,0.74,--,--
2026-09-11 00:49:26,0,09/10,16:30,0.76,--,--
2026-09-11 00:34:46,0,09/10,16:20,0.75,--,--
2026-09-11 00:18:58,0,09/10,16:10,0.75,--,--
2026-09-11 00:18:58,0,09/10,16:00,0.76,--,--
2026-09-10 23:59:00,0,09/10,15:50,0.76,--,--
2026-09-10 23:59:00,0,09/10,15:40,0.75,--,--
2026-09-10 23:43:38,0,09/10,15:30,0.79,--,--
2026-09-10 23:23:46,0,09/10,15:20,0.79,--,--
2026-09-10 23:23:46,0,09/10,15:10,0.80,--,--
2026-09-10 23:00:49,0,09/10,15:00,0.79,--,--
2026-09-10 23:00:49,0,09/10,14:50,0.80,--,--
2026-09-10 23:00:49,0,09/10,14:40,0.79,--,--
2026-09-10 22:49:54,0,09/10,14:30,0.80,--,--
2026-09-10 22:34:09,0,09/10,14:20,0.80,--,--
2026-09-10 22:19:06,0,09/10,14:10,0.80,--,--
2026-09-10 22:19:06,0,09/10,14:00,0.81,--,--
2026-09-10 21:59:36,0,09/10,13:50,0.80,--,--
2026-09-10 21:59:36,0,09/10,13:40,0.82,--,--
2026-09-10 21:40:33,0,09/10,13:30,0.80,--,--
2026-09-10 21:40:33,0,09/10,13:20,0.82,--,--
2026-09-10 21:18:59,0,09/10,13:10,0.82,--,--
2026-09-10 21:18:59,0,09/10,13:00,0.83,--,--
2026-09-10 20:56:40,0,09/10,12:50,0.83,--,--
2026-09-10 20:56:40,0,09/10,12:40,0.83,--,--
2026-09-10 20:41:18,0,09/10,12:30,0.85,--,--
2026-09-10 20:41:18,0,09/10,12:20,0.82,--,--
2026-09-10 20:22:48,0,09/10,12:10,0.84,--,--
2026-09-10 20:01:06,0,09/10,12:00,0.84,--,--
2026-09-10 20:01:06,0,09/10,11:50,0.85,--,--
2026-09-10 20:01:06,0,09/10,11:40,0.88,--,--
2026-09-10 19:50:13,0,09/10,11:30,0.87,--,--
2026-09-10 19:33:15,0,09/10,11:20,0.87,--,--
2026-09-10 19:12:58,0,09/10,11:10,0.87,--,--
2026-09-10 19:12:58,0,09/10,11:00,0.86,--,--
2026-09-10 18:50:39,0,09/10,10:50,0.87,--,--
2026-09-10 18:50:39,0,09/10,10:40,0.87,--,--
2026-09-10 18:50:39,0,09/10,10:30,0.89,--,--
2026-09-10 18:33:41,0,09/10,10:20,0.89,--,--
2026-09-10 18:12:34,0,09/10,10:10,0.89,--,--
2026-09-10 18:12:34,0,09/10,10:00,0.89,--,--
2026-09-10 18:12:34,0,09/10,09:50,0.90,--,--
2026-09-10 17:51:43,0,09/10,09:40,0.91,--,--
2026-09-10 17:51:43,0,09/10,09:30,0.93,--,--
2026-09-10 17:35:56,0,09/10,09:20,0.92,--,--
2026-09-10 17:18:48,0,09/10,09:10,0.92,--,--
2026-09-10 17:18:48,0,09/10,09:00,0.93,--,--
2026-09-10 16:57:48,0,09/10,08:50,0.92,--,--
2026-09-10 16:57:48,0,09/10,08:40,0.94,--,--
2026-09-10 16:42:08,0,09/10,08:30,0.96,--,--
2026-09-10 16:42:08,0,09/10,08:20,0.96,--,--
2026-09-10 16:21:51,0,09/10,08:10,0.95,--,--
2026-09-10 16:21:51,0,09/10,08:00,0.96,--,--
2026-09-10 16:00:28,0,09/10,07:50,0.97,--,--
2026-09-10 16:00:28,0,09/10,07:40,0.99,--,--
2026-09-10 15:45:51,0,09/10,07:30,0.98,--,--
2026-09-10 15:25:02,0,09/10,07:20,0.98,--,--
2026-09-10 15:25:02,0,09/10,07:10,0.99,--,--
2026-09-10 14:59:57,0,09/10,07:00,0.99,--,--
2026-09-10 14:59:57,0,09/10,06:50,0.99,--,--
2026-09-10 14:59:57,0,09/10,06:40,1.01,--,--
2026-09-10 14:48:57,0,09/10,06:30,0.98,--,--
2026-09-10 14:31:40,0,09/10,06:20,1.01,--,--
2026-09-10 14:31:40,0,09/10,06:10,1.03,--,--
2026-09-10 14:16:02,0,09/10,06:00,1.04,--,--
2026-09-10 13:57:42,0,09/10,05:50,1.04,--,--
2026-09-10 13:57:42,0,09/10,05:40,1.05,--,--
2026-09-10 13:42:26,0,09/10,05:30,1.04,--,--
2026-09-10 13:42:26,0,09/10,05:20,1.04,--,--
2026-09-10 13:24:01,0,09/10,05:10,1.05,--,--
2026-09-10 13:01:08,0,09/10,05:00,1.08,--,--
2026-09-10 13:01:08,0,09/10,04:50,1.07,--,--
2026-09-10 13:01:08,0,09/10,04:40,1.11,--,--
2026-09-10 12:49:58,0,09/10,04:30,1.11,--,--
2026-09-10 12:34:01,0,09/10,04:20,1.09,--,--
2026-09-10 12:17:01,0,09/10,04:10,1.10,--,--
2026-09-10 12:17:01,0,09/10,04:00,1.12,--,--
2026-09-10 11:57:33,0,09/10,03:50,1.13,--,--
2026-09-10 11:57:33,0,09/10,03:40,1.14,--,--
2026-09-10 11:42:09,0,09/10,03:30,1.13,--,--
2026-09-10 11:23:30,0,09/10,03:20,1.15,--,--
2026-09-10 11:23:30,0,09/10,03:10,1.14,--,--
2026-09-10 11:00:33,0,09/10,03:00,1.17,--,--
2026-09-10 11:00:33,0,09/10,02:50,1.18,--,--
2026-09-10 11:00:33,0,09/10,02:40,1.21,--,--
2026-09-10 10:50:01,0,09/10,02:30,1.21,--,--
2026-09-10 10:30:32,0,09/10,02:20,1.20,--,--
2026-09-10 10:30:32,0,09/10,02:10,1.20,--,--
2026-09-10 10:12:06,0,09/10,02:00,1.24,--,--
2026-09-10 10:12:06,0,09/10,01:50,1.23,--,--
2026-09-10 09:55:51,0,09/10,01:40,1.24,--,--
2026-09-10 09:39:32,0,09/10,01:30,1.25,--,--
2026-09-10 09:39:32,0,09/10,01:20,1.26,--,--
2026-09-10 09:18:58,0,09/10,01:10,1.31,--,--
2026-09-10 09:18:58,0,09/10,01:00,1.31,--,--
2026-09-10 08:56:38,0,09/10,00:50,1.31,--,--
2026-09-10 08:56:38,0,09/10,00:40,1.32,--,--
2026-09-10 08:43:03,0,09/10,00:30,1.33,--,--
2026-09-10 08:29:47,0,09/10,00:20,1.34,--,--
2026-09-10 08:29:47,0,09/10,00:10,1.36,--,--
2026-09-10 08:15:53,0,09/09,24:00,1.36,--,--
2026-09-10 07:58:13,0,09/09,23:50,1.39,--,--
2026-09-10 07:58:13,0,09/09,23:40,1.40,--,--
2026-09-10 07:47:33,0,09/09,23:30,1.42,--,--
2026-09-10 07:31:42,0,09/09,23:20,1.43,--,--
2026-09-10 07:31:42,0,09/09,23:10,1.45,--,--
2026-09-10 07:16:36,0,09/09,23:00,1.46,--,--
2026-09-10 06:58:27,0,09/09,22:50,1.49,--,--
2026-09-10 06:58:27,0,09/09,22:40,1.51,--,--
